-199.47,0.52,0.09
-199.51,0.43,0.05
-199.79,0.06,-0.13
-200.34,-0.60,-0.42
-200.61,-0.88,-0.52
-200.80,-1.03,-0.57
-200.79,-0.96,-0.51
-200.72,-0.81,-0.42
-198.51,1.78,0.78
-197.05,3.32,1.44
-197.84,2.15,0.84
-198.46,1.27,0.40
-196.91,2.94,1.14
-197.61,1.88,0.61
-198.52,0.67,0.03
-198.88,0.18,-0.20
-199.57,-0.65,-0.57
-199.79,-0.88,-0.64
-198.05,1.16,0.31
-196.39,2.95,1.11
-195.30,3.96,1.52
-196.85,1.85,0.49
-195.82,2.85,0.92
-194.67,3.93,1.36
-194.01,4.34,1.49
-195.51,2.25,0.46
-194.48,3.20,0.88
-193.89,3.58,1.01
-193.22,4.01,1.15
-192.93,3.98,1.08
-192.68,3.89,0.99
-192.43,3.80,0.90
-192.21,3.69,0.81
-192.14,3.40,0.64
-192.18,3.00,0.43
-192.26,2.59,0.22
-191.95,2.65,0.24
-194.36,-0.41,-1.16
-194.00,-0.05,-0.95
-193.54,0.39,-0.70
-193.15,0.71,-0.52
-193.22,0.50,-0.59
-193.22,0.38,-0.62
-192.93,0.60,-0.49
-192.70,0.75,-0.40
-193.02,0.25,-0.61
-192.84,0.37,-0.52
-192.88,0.23,-0.56
-193.07,-0.07,-0.67
-193.29,-0.38,-0.78
-193.47,-0.62,-0.85
-193.59,-0.77,-0.88
-193.22,-0.34,-0.64
-192.98,-0.08,-0.49
-193.04,-0.19,-0.52
-193.24,-0.45,-0.61
-193.07,-0.27,-0.50
-193.11,-0.33,-0.50
-193.13,-0.36,-0.49
-193.29,-0.55,-0.56
-193.13,-0.35,-0.44
-192.96,-0.16,-0.33
-193.27,-0.52,-0.48
-193.17,-0.40,-0.40
-193.13,-0.34,-0.36
-193.33,-0.56,-0.44
-193.12,-0.30,-0.30
-191.41,1.66,0.61
-189.05,4.23,1.75
-184.18,9.48,4.05
-173.96,20.46,8.85
-161.93,32.66,13.98
-155.99,38.80,16.77
-150.83,43.39,18.74
-146.76,46.66,20.10
-150.05,45.21,20.27
-148.38,45.94,20.47
-146.62,46.71,20.68
-144.80,47.50,20.89
-138.71,50.81,21.61
-135.85,52.57,22.22
-132.89,54.35,22.84
-130.09,55.95,23.38
-127.23,57.57,23.91
-124.52,59.06,24.40
-121.35,60.81,24.97
-118.43,62.40,25.48
-115.55,63.96,25.95
-112.37,65.70,26.51
-109.18,67.45,27.07
-105.78,69.33,27.66
-102.36,71.24,28.26
-98.96,73.15,28.85
-95.38,75.19,29.49
-91.55,77.41,30.20
-87.71,79.64,30.90
-84.12,81.75,31.55
-80.17,84.11,32.30
-76.40,86.35,32.98
-72.36,88.82,33.76
-68.11,91.45,34.58
-63.87,94.11,35.42
-59.58,96.83,36.28
-55.12,99.68,37.17
-50.57,102.63,38.11
-45.93,105.66,39.06
-41.37,108.67,40.02
-36.37,112.04,41.11
-31.35,115.43,42.19
-26.15,119.01,43.35
-20.61,122.87,44.61
-15.37,126.52,45.79
-10.06,130.23,46.99
-4.32,134.30,48.32
1.46,138.46,49.69
7.45,142.81,51.14
13.89,147.57,52.74
20.43,152.42,54.38
27.15,157.39,56.04
33.06,161.66,57.43
38.60,165.55,58.67
44.58,169.80,60.02
54.28,177.85,62.95
63.72,185.57,65.72
70.77,190.92,67.52
76.48,194.85,68.73
81.69,198.14,69.64
86.43,201.04,70.42
90.92,203.52,70.99
94.61,205.26,71.27
98.19,206.87,71.50
101.62,208.13,71.55
104.20,208.60,71.29
106.94,209.06,71.00
109.57,209.54,70.75
112.37,210.22,70.58
115.61,211.19,70.52
119.13,212.65,70.69
123.14,214.63,71.09
128.07,217.50,71.85
133.36,220.93,72.89
139.22,224.84,74.09
145.29,229.14,75.50
150.88,232.81,76.64
156.27,236.03,77.52
160.65,238.19,77.97
164.56,239.55,78.02
167.20,239.55,77.49
169.27,238.83,76.64
171.24,237.76,75.60
172.78,236.37,74.45
174.39,234.83,73.20
176.08,233.62,72.14
177.91,232.59,71.17
181.31,233.31,70.97
189.06,239.76,73.47
207.70,259.93,82.30
270.88,337.22,117.80
342.81,424.86,158.00
358.55,438.97,163.44
338.64,407.00,147.22
342.50,406.27,145.84
455.67,548.66,212.23
598.71,728.86,296.38
698.16,850.00,351.89
757.85,917.46,381.62
801.66,962.96,400.70
867.96,1037.47,433.45
932.63,1109.65,465.12
982.34,1160.19,485.97
1008.36,1179.04,491.58
1021.24,1179.85,488.38
1023.59,1165.05,477.36
1020.85,1144.62,463.88
1013.95,1117.33,446.87
1004.70,1088.28,429.31
991.85,1054.65,409.58
976.28,1016.24,387.39
952.04,967.41,360.36
927.34,918.60,333.48
905.01,873.65,308.66
882.46,828.94,284.09
862.64,787.22,261.00
838.05,740.28,235.56
813.06,693.39,210.29
787.70,645.31,184.46
761.16,597.03,158.77
739.20,554.75,136.17
724.12,523.57,119.39
718.76,506.61,109.90
712.20,487.37,99.25
701.34,462.90,86.06
688.97,435.80,71.56
677.65,411.21,58.48
666.83,387.71,46.03
655.61,363.23,33.13
642.83,337.42,19.64
635.86,319.73,10.40
629.48,303.66,2.06
622.65,287.20,-6.44
616.70,271.70,-14.38
611.16,257.48,-21.62
604.19,241.39,-29.77
597.80,225.89,-37.56
589.65,208.43,-46.32
579.29,187.51,-56.81
569.41,167.99,-66.52
562.58,153.28,-73.67
557.43,140.87,-79.53
555.06,133.07,-82.98
554.69,128.04,-84.92
553.91,122.78,-87.01
550.39,113.56,-91.16
545.45,102.04,-96.44
539.26,89.14,-102.46
534.51,78.28,-107.31
531.30,70.14,-110.76
529.04,63.57,-113.34
526.94,57.10,-115.80
525.93,52.59,-117.27
524.30,47.00,-119.23
522.00,40.72,-121.61
517.00,30.52,-126.05
512.99,21.74,-129.64
510.75,15.95,-131.69
508.51,10.28,-133.65
506.49,4.87,-135.39
503.17,-2.27,-138.11
497.04,-13.70,-143.03
491.09,-24.52,-147.65
486.29,-33.41,-151.22
483.68,-38.95,-152.89
482.74,-41.76,-153.16
482.75,-43.14,-152.59
482.74,-44.44,-152.06
481.98,-46.83,-152.12
480.81,-49.88,-152.45
480.30,-51.78,-152.24
480.95,-51.91,-151.00
481.19,-52.61,-150.16
480.17,-55.18,-150.33
479.30,-57.54,-150.31
478.49,-59.68,-150.25
478.02,-61.26,-149.88
477.74,-62.51,-149.35
476.40,-65.34,-149.67
475.24,-67.88,-149.74
473.83,-70.70,-150.05
472.14,-73.88,-150.55
471.14,-75.99,-150.39
470.26,-77.81,-150.15
470.32,-78.17,-149.05
469.71,-79.51,-148.57
468.21,-82.19,-148.81
465.64,-86.49,-149.85
462.65,-91.32,-151.25
459.68,-96.05,-152.50
456.96,-100.28,-153.56
455.09,-103.13,-153.85
453.30,-105.78,-153.96
452.10,-107.46,-153.61
451.24,-108.55,-152.87
450.92,-108.79,-151.76
451.02,-108.36,-150.29
451.48,-107.32,-148.41
452.24,-105.83,-146.39
453.20,-104.07,-144.23
454.02,-102.48,-142.11
454.29,-101.78,-140.57
453.95,-101.99,-139.46
453.26,-102.75,-138.73
453.39,-102.21,-137.30
453.29,-101.99,-135.99
452.94,-102.17,-134.97
452.00,-103.21,-134.36
451.02,-104.31,-133.86
449.66,-105.98,-133.68
448.74,-106.88,-133.00
448.14,-107.29,-132.13
447.59,-107.54,-131.12
447.59,-106.98,-129.74
448.04,-105.71,-127.98
448.48,-104.38,-126.13
449.24,-102.62,-124.14
449.87,-101.02,-122.17
450.80,-99.00,-120.07
451.18,-97.87,-118.46
450.95,-97.65,-117.30
450.23,-98.23,-116.66
449.31,-99.09,-116.17
448.19,-100.21,-115.76
447.14,-101.21,-115.36
446.45,-101.51,-114.45
446.49,-100.81,-113.19
446.28,-100.46,-112.07
446.72,-99.02,-110.30
447.06,-97.80,-108.72
446.84,-97.41,-107.55
446.85,-96.69,-106.27
446.92,-95.89,-104.96
446.92,-95.13,-103.62
447.16,-94.06,-102.19
447.76,-92.36,-100.36
448.73,-90.15,-98.32
449.62,-88.09,-96.38
450.52,-85.98,-94.37
451.16,-84.36,-92.71
451.96,-82.50,-90.92
452.27,-81.44,-89.59
452.33,-80.76,-88.48
452.06,-80.56,-87.59
451.95,-80.14,-86.64
451.40,-80.40,-86.07
451.01,-80.36,-85.29
450.97,-79.79,-84.28
450.76,-79.45,-83.35
450.57,-79.11,-82.48
450.57,-78.47,-81.45
450.60,-77.73,-80.32
450.66,-76.99,-79.26
450.66,-76.29,-78.17
450.84,-75.37,-77.02
451.09,-74.34,-75.82
451.31,-73.31,-74.59
451.51,-72.37,-73.46
451.75,-71.32,-72.24
452.21,-69.99,-70.91
452.91,-68.29,-69.39
453.46,-66.79,-67.95
454.15,-65.13,-66.48
454.71,-63.70,-65.15
455.37,-62.08,-63.68
455.89,-60.75,-62.43
455.84,-60.28,-61.62
455.68,-60.00,-60.96
455.29,-60.11,-60.52
454.92,-60.13,-60.00
454.66,-60.00,-59.43
454.51,-59.66,-58.72
454.37,-59.34,-58.06
454.31,-58.91,-57.34
454.34,-58.27,-56.49
454.23,-57.90,-55.82
454.27,-57.25,-54.97
454.31,-56.65,-54.19
454.28,-56.17,-53.47
454.00,-56.04,-52.93
454.13,-55.29,-52.08
454.21,-54.58,-51.23
454.28,-53.93,-50.45
454.20,-53.53,-49.82
454.03,-53.23,-49.21
454.04,-52.70,-48.51
454.23,-51.88,-47.66
454.55,-50.81,-46.66
454.91,-49.73,-45.68
455.49,-48.27,-44.47
455.91,-47.13,-43.48
456.33,-46.00,-42.50
456.56,-45.15,-41.65
456.78,-44.34,-40.86
456.65,-44.06,-40.35
456.39,-44.04,-40.00
456.15,-43.97,-39.64
455.81,-44.02,-39.31
455.66,-43.80,-38.87
455.30,-43.87,-38.57
455.14,-43.65,-38.13
455.25,-43.02,-37.47
455.25,-42.51,-36.86
455.49,-41.69,-36.10
455.75,-40.83,-35.32
455.89,-40.17,-34.67
456.16,-39.31,-33.91
456.69,-38.02,-32.90
457.05,-37.05,-32.10
457.37,-36.16,-31.34
457.19,-36.01,-30.99
456.90,-36.09,-30.77
457.07,-35.39,-30.12
456.94,-35.19,-29.76
456.22,-35.94,-29.92
455.56,-36.55,-30.00
455.18,-36.73,-29.85
454.90,-36.71,-29.58
454.61,-36.74,-29.35
454.05,-37.19,-29.35
453.80,-37.10,-29.04
453.70,-36.81,-28.64
454.03,-35.81,-27.84
454.64,-34.40,-26.84
455.49,-32.66,-25.66
456.08,-31.30,-24.68
456.80,-29.78,-23.64
457.13,-28.92,-22.97
457.57,-27.84,-22.18
457.73,-27.27,-21.68
457.59,-27.13,-21.41
457.37,-27.16,-21.25
456.66,-27.95,-21.51
455.84,-28.87,-21.83
455.32,-29.34,-21.91
454.70,-29.92,-22.03
454.18,-30.36,-22.09
453.62,-30.86,-22.19
453.19,-31.10,-22.12
452.77,-31.36,-22.08
452.32,-31.63,-22.03
452.15,-31.47,-21.76
452.38,-30.69,-21.16
452.41,-30.20,-20.70
452.80,-29.17,-19.97
453.08,-28.30,-19.31
453.61,-27.08,-18.48
453.94,-26.19,-17.84
453.99,-25.74,-17.43
454.16,-25.12,-16.94
454.30,-24.56,-16.49
454.58,-23.75,-15.91
454.44,-23.64,-15.71
454.28,-23.54,-15.52
454.08,-23.53,-15.39
453.39,-24.29,-15.67
452.86,-24.76,-15.80
452.32,-25.26,-15.94
451.87,-25.58,-15.98
451.00,-26.59,-16.40
450.57,-26.88,-16.43
449.98,-27.40,-16.57
449.58,-27.62,-16.55
449.49,-27.33,-16.25
449.06,-27.61,-16.27
448.91,-27.42,-16.03
448.62,-27.44,-15.90
448.67,-26.95,-15.49
448.95,-26.11,-14.90
449.34,-25.10,-14.23
450.10,-23.53,-13.24
450.78,-22.08,-12.33
451.35,-20.83,-11.54
451.91,-19.64,-10.79
452.60,-18.22,-9.91
453.31,-16.83,-9.06
453.76,-15.82,-8.43
454.13,-14.99,-7.90
454.53,-14.13,-7.36
454.61,-13.76,-7.10
454.22,-14.15,-7.25
453.28,-15.39,-7.87
452.26,-16.76,-8.56
451.50,-17.68,-9.00
450.75,-18.57,-9.40
450.01,-19.44,-9.81
449.22,-20.36,-10.23
448.66,-20.91,-10.44
447.68,-22.11,-11.02
447.15,-22.57,-11.17
446.26,-23.60,-11.65
445.34,-24.67,-12.14
444.63,-25.36,-12.41
443.38,-26.91,-13.17
442.33,-28.11,-13.71
443.13,-26.38,-12.65
442.54,-26.88,-12.82
443.50,-24.88,-11.60
444.16,-23.41,-10.70
444.80,-21.97,-9.81
445.12,-21.09,-9.24
445.67,-19.86,-8.49
446.03,-18.92,-7.90
446.56,-17.75,-7.19
447.33,-16.19,-6.27
447.97,-14.90,-5.50
448.65,-13.54,-4.71
449.25,-12.32,-4.00
449.31,-12.00,-3.79
449.68,-11.17,-3.30
449.62,-11.04,-3.20
449.66,-10.77,-3.02
450.19,-9.70,-2.41
450.58,-8.89,-1.95
450.98,-8.09,-1.49
450.86,-8.09,-1.47
450.84,-7.95,-1.39
450.48,-8.34,-1.59
449.98,-8.95,-1.91
449.36,-9.75,-2.34
448.69,-10.61,-2.79
447.98,-11.52,-3.27
447.29,-12.36,-3.70
446.62,-13.20,-4.13
445.96,-13.98,-4.53
445.46,-14.49,-4.77
445.13,-14.73,-4.86
444.69,-15.14,-5.04
444.70,-14.85,-4.84
444.58,-14.74,-4.74
444.40,-14.73,-4.69
444.45,-14.38,-4.46
444.62,-13.84,-4.13
444.35,-13.99,-4.18
444.61,-13.33,-3.78
443.99,-14.02,-4.13
444.30,-13.27,-3.68
444.40,-12.85,-3.41
444.43,-12.53,-3.21
444.68,-11.90,-2.83
444.86,-11.35,-2.51
444.68,-11.41,-2.52
444.68,-11.16,-2.37
444.91,-10.56,-2.01
444.97,-10.24,-1.82
444.75,-10.34,-1.86
444.62,-10.36,-1.85
444.43,-10.44,-1.88
443.71,-11.34,-2.36
443.18,-11.94,-2.67
442.85,-12.21,-2.79
442.36,-12.72,-3.06
441.87,-13.25,-3.32
441.16,-14.09,-3.75
440.23,-15.27,-4.38
439.62,-15.95,-4.71
438.40,-17.54,-5.55
437.65,-18.40,-5.97
436.38,-20.04,-6.82
435.46,-21.12,-7.36
434.42,-22.36,-7.98
433.52,-23.35,-8.46
432.82,-24.03,-8.76
432.08,-24.74,-9.08
431.74,-24.81,-9.04
431.44,-24.84,-8.98
430.82,-25.33,-9.17
430.45,-25.46,-9.17
429.97,-25.72,-9.23
429.56,-25.88,-9.24
428.93,-26.41,-9.46
428.67,-26.30,-9.32
428.04,-26.81,-9.52
427.21,-27.59,-9.87
426.77,-27.79,-9.89
426.00,-28.49,-10.20
425.77,-28.29,-9.99
425.44,-28.30,-9.92
425.00,-28.46,-9.93
424.57,-28.58,-9.90
424.09,-28.81,-9.95
424.04,-28.31,-9.59
423.89,-28.02,-9.35
423.86,-27.54,-9.00
423.94,-26.86,-8.55
424.18,-25.97,-7.99
424.67,-24.66,-7.20
416.23,-37.52,-14.22
378.34,-96.52,-46.59
385.27,-83.84,-39.20
391.89,-71.99,-32.35
397.71,-61.43,-26.25
402.78,-52.35,-21.03
406.94,-44.87,-16.74
410.52,-38.32,-12.99
413.42,-33.02,-9.96
415.80,-28.65,-7.47
417.78,-24.97,-5.39
418.85,-22.79,-4.14
419.09,-21.91,-3.62
419.60,-20.65,-2.89
420.09,-19.42,-2.19
420.26,-18.71,-1.78
420.31,-18.21,-1.49
419.92,-18.39,-1.58
419.61,-18.47,-1.61
419.26,-18.61,-1.67
418.71,-19.03,-1.89
418.53,-18.89,-1.80
418.59,-18.34,-1.48
418.16,-18.61,-1.62
418.09,-18.32,-1.44
418.05,-17.94,-1.22
417.98,-17.63,-1.04
417.51,-17.95,-1.21
417.14,-18.12,-1.29
416.78,-18.29,-1.37
416.25,-18.68,-1.58
415.61,-19.27,-1.89
414.98,-19.84,-2.19
414.33,-20.39,-2.47
414.09,-20.33,-2.42
413.86,-20.23,-2.34
413.78,-19.89,-2.13
413.77,-19.47,-1.89
413.30,-19.76,-2.02
412.82,-20.08,-2.19
412.44,-20.21,-2.24
412.03,-20.41,-2.33
411.29,-21.13,-2.71
410.84,-21.35,-2.80
410.70,-21.10,-2.65
410.60,-20.77,-2.44
410.02,-21.23,-2.67
409.43,-21.70,-2.91
409.00,-21.87,-2.98
408.38,-22.38,-3.23
407.58,-23.14,-3.62
406.98,-23.58,-3.84
406.19,-24.33,-4.21
405.17,-25.40,-4.77
404.67,-25.66,-4.87
404.05,-26.09,-5.07
403.86,-25.81,-4.87
403.62,-25.66,-4.75
403.03,-26.02,-4.90
402.53,-26.26,-5.00
401.90,-26.71,-5.20
401.18,-27.25,-5.45
400.49,-27.77,-5.70
399.88,-28.13,-5.85
399.21,-28.60,-6.06
398.74,-28.76,-6.09
398.20,-28.99,-6.17
397.77,-29.07,-6.15
397.37,-29.06,-6.10
396.89,-29.22,-6.14
396.75,-28.84,-5.88
396.42,-28.72,-5.76
396.08,-28.68,-5.69
395.61,-28.81,-5.71
395.35,-28.63,-5.57
395.42,-27.94,-5.14
394.88,-28.16,-5.21
394.72,-27.83,-4.99
394.48,-27.62,-4.83
394.37,-27.18,-4.55
393.95,-27.26,-4.55
393.62,-27.17,-4.47
393.17,-27.29,-4.50
392.91,-27.13,-4.37
392.53,-27.11,-4.32
392.39,-26.75,-4.09
392.10,-26.61,-3.97
391.83,-26.46,-3.86
391.39,-26.57,-3.89
391.04,-26.52,-3.82
390.37,-27.01,-4.06
389.89,-27.15,-4.11
389.74,-26.81,-3.88
389.38,-26.80,-3.84
388.91,-26.92,-3.88
388.62,-26.80,-3.78
388.33,-26.68,-3.68
387.82,-26.86,-3.75
387.28,-27.14,-3.87
386.93,-27.07,-3.80
386.62,-26.98,-3.72
386.66,-26.33,-3.33
386.29,-26.29,-3.28
385.87,-26.39,-3.31
385.50,-26.35,-3.26
385.05,-26.49,-3.30
384.73,-26.41,-3.24
384.50,-26.16,-3.07
384.63,-25.39,-2.62
384.47,-25.03,-2.40
384.50,-24.43,-2.05
384.72,-23.53,-1.54
384.79,-22.85,-1.15
384.96,-22.05,-0.70
384.99,-21.46,-0.36
384.92,-21.07,-0.15
384.88,-20.64,0.09
384.63,-20.51,0.16
384.39,-20.39,0.22
384.15,-20.29,0.28
384.03,-19.96,0.46
383.87,-19.74,0.58
383.65,-19.57,0.66
383.60,-19.18,0.87
383.14,-19.45,0.72
383.03,-19.10,0.90
382.83,-18.97,0.97
382.42,-19.11,0.88
382.40,-18.68,1.11
382.17,-18.58,1.16
382.12,-18.17,1.37
382.07,-17.80,1.56
381.78,-17.79,1.56
381.65,-17.55,1.68
381.31,-17.63,1.61
381.08,-17.54,1.65
380.65,-17.77,1.51
380.51,-17.56,1.62
380.22,-17.57,1.60
379.88,-17.66,1.54
379.50,-17.79,1.45
379.40,-17.52,1.59
379.23,-17.34,1.67
379.10,-17.08,1.80
378.79,-17.14,1.75
378.49,-17.15,1.73
378.28,-17.05,1.77
378.04,-17.00,1.78
377.93,-16.71,1.93
377.75,-16.57,1.99
377.73,-16.15,2.20
377.43,-16.22,2.15
377.23,-16.12,2.18
376.85,-16.28,2.08
376.59,-16.26,2.07
376.53,-15.91,2.24
376.26,-15.93,2.21
375.92,-16.06,2.13
375.74,-15.91,2.19
375.47,-15.92,2.17
375.18,-15.96,2.12
374.72,-16.26,1.94
374.53,-16.14,1.99
374.37,-15.96,2.07
374.05,-16.05,2.00
373.72,-16.17,1.92
373.48,-16.10,1.95
373.56,-15.58,2.22
373.26,-15.61,2.18
373.04,-15.56,2.19
372.82,-15.51,2.20
372.40,-15.75,2.05
372.38,-15.38,2.23
371.98,-15.59,2.10
371.80,-15.47,2.15
371.62,-15.36,2.19
371.19,-15.61,2.03
371.10,-15.35,2.16
370.60,-15.72,1.94
370.38,-15.66,1.95
370.35,-15.32,2.13
370.56,-14.56,2.52
370.57,-14.16,2.73
370.36,-14.11,2.73
370.14,-14.07,2.73
370.05,-13.84,2.83
369.62,-14.13,2.65
369.32,-14.23,2.57
369.05,-14.27,2.52
368.74,-14.36,2.45
368.21,-14.82,2.18
368.12,-14.55,2.31
367.85,-14.61,2.26
367.71,-14.45,2.33
367.44,-14.46,2.30
367.42,-14.12,2.47
367.13,-14.19,2.41
366.98,-14.05,2.47
366.88,-13.83,2.57
366.41,-14.20,2.34
366.30,-13.99,2.44
365.98,-14.13,2.34
365.98,-13.77,2.52
366.08,-13.25,2.79
365.95,-13.08,2.85
365.92,-12.75,3.01
365.94,-12.39,3.18
365.77,-12.30,3.21
365.68,-12.10,3.29
365.81,-11.53,3.58
365.42,-11.82,3.39
365.44,-11.46,3.56
355.29,-19.28,-1.33
353.73,-21.56,-2.49
353.02,-22.21,-2.80
352.61,-22.38,-2.87
352.33,-22.33,-2.82
351.98,-22.37,-2.82
351.90,-22.09,-2.64
351.88,-21.75,-2.42
351.80,-21.52,-2.27
351.73,-21.29,-2.11
351.45,-21.26,-2.07
351.39,-21.04,-1.91
351.37,-20.79,-1.74
351.41,-20.47,-1.52
351.17,-20.43,-1.48
351.02,-20.29,-1.38
351.13,-19.93,-1.13
350.78,-20.00,-1.17
350.66,-19.83,-1.05
350.53,-19.69,-0.95
350.35,-19.58,-0.86
350.25,-19.41,-0.75
350.12,-19.26,-0.65
350.02,-19.07,-0.52
349.68,-19.13,-0.55
349.55,-18.96,-0.44
349.29,-18.94,-0.42
349.33,-18.62,-0.22
349.07,-18.58,-0.19
349.04,-18.32,-0.03
348.88,-18.18,0.06
348.53,-18.26,0.00
348.09,-18.45,-0.11
347.76,-18.49,-0.13
347.44,-18.54,-0.16
347.22,-18.47,-0.12
346.83,-18.58,-0.18
346.80,-18.29,-0.01
346.49,-18.32,-0.03
346.34,-18.16,0.06
346.06,-18.17,0.06
345.71,-18.24,0.02
345.74,-17.88,0.23
345.70,-17.56,0.41
345.52,-17.46,0.47
345.46,-17.20,0.61
345.15,-17.22,0.59
345.07,-16.99,0.72
344.87,-16.88,0.77
344.55,-16.96,0.72
344.42,-16.79,0.81
344.33,-16.54,0.94
344.21,-16.35,1.04
344.25,-15.95,1.25
343.95,-16.03,1.20
343.54,-16.24,1.08
343.36,-16.11,1.14
343.41,-15.69,1.36
343.25,-15.57,1.41
342.84,-15.77,1.29
342.73,-15.58,1.39
342.41,-15.65,1.34
342.29,-15.47,1.42
342.28,-15.14,1.59
342.11,-15.02,1.64
341.43,-15.63,1.30
341.22,-15.56,1.33
340.99,-15.53,1.33
340.70,-15.59,1.29
340.34,-15.73,1.20
340.18,-15.60,1.26
339.82,-15.74,1.17
339.61,-15.69,1.19
339.22,-15.89,1.08
338.92,-15.94,1.04
338.79,-15.76,1.13
338.51,-15.81,1.09
338.30,-15.73,1.12
338.04,-15.75,1.11
337.65,-15.93,1.00
337.40,-15.94,0.99
336.99,-16.18,0.85
336.67,-16.25,0.81
336.62,-15.96,0.95
336.14,-16.28,0.78
335.72,-16.52,0.64
335.68,-16.20,0.81
335.42,-16.19,0.80
335.28,-16.03,0.89
335.03,-16.01,0.89
334.71,-16.11,0.83
334.62,-15.87,0.95
334.34,-15.90,0.93
334.21,-15.72,1.01
333.99,-15.65,1.04
333.90,-15.43,1.15
333.63,-15.46,1.12
333.58,-15.15,1.28
333.34,-15.15,1.27
333.43,-14.66,1.52
333.07,-14.82,1.42
332.91,-14.70,1.47
332.89,-14.36,1.64
332.76,-14.20,1.71
332.64,-14.04,1.78
332.58,-13.76,1.92
332.59,-13.40,2.09
332.31,-13.47,2.04
332.40,-12.99,2.27
332.34,-12.76,2.38
332.07,-12.81,2.33
331.95,-12.68,2.38
331.63,-12.81,2.29
331.51,-12.67,2.35
331.24,-12.75,2.29
330.85,-13.01,2.13
330.65,-12.98,2.13
330.43,-12.99,2.11
330.34,-12.80,2.19
330.02,-12.97,2.09
329.70,-13.10,2.00
329.58,-12.95,2.06
329.43,-12.86,2.09
329.11,-12.99,2.00
328.95,-12.91,2.03
328.79,-12.82,2.06
328.43,-13.03,1.93
328.18,-13.10,1.88
328.07,-12.91,1.97
327.89,-12.86,1.98
327.55,-13.04,1.87
327.50,-12.79,1.98
327.42,-12.58,2.08
327.04,-12.82,1.93
326.80,-12.86,1.89
326.69,-12.69,1.97
326.14,-13.23,1.67
325.76,-13.47,1.53
325.31,-13.82,1.33
324.89,-14.11,1.16
324.67,-14.11,1.15
