Time [s],Time Change [s],Baro_P [m],Kalman_P [m],Kalman_V [m/s],Kalman_A [m/s^2],Kalman_Gain_P,Kalman_Uncertainty_P
6979,0.0500,1180.58,1116.57,588.69,149.77,0.07001,0.00197
7031,0.0520,1180.58,1149.70,597.95,150.24,0.06976,0.00197
7082,0.0510,997.08,1167.66,597.53,147.67,0.06943,0.00196
7137,0.0550,997.08,1186.60,596.70,144.81,0.06945,0.00196
7187,0.0500,997.08,1201.46,594.37,141.76,0.06904,0.00195
7239,0.0520,997.08,1216.36,591.54,138.50,0.06881,0.00194
7290,0.0510,829.82,1218.14,580.67,132.77,0.06851,0.00193
7340,0.0500,829.82,1218.90,569.49,127.06,0.06814,0.00192
7390,0.0500,829.82,1219.22,558.15,121.39,0.06778,0.00191
7442,0.0520,829.82,1220.11,546.82,115.73,0.06761,0.00191
7493,0.0510,650.20,1207.87,527.66,107.67,0.06736,0.00190
7543,0.0500,650.20,1195.23,508.71,99.84,0.06703,0.00189
7600,0.0570,650.20,1185.75,490.45,92.11,0.06729,0.00190
7652,0.0520,650.20,1173.71,471.93,84.59,0.06712,0.00189
7703,0.0510,353.01,1141.38,441.33,73.30,0.06688,0.00189
7753,0.0500,353.01,1109.59,411.71,62.52,0.06656,0.00188
7803,0.0500,353.01,1078.75,383.09,52.22,0.06627,0.00187
7855,0.0520,353.01,1049.41,355.45,42.36,0.06615,0.00187
7906,0.0510,200.10,1010.38,322.44,30.91,0.06595,0.00186
7956,0.0500,200.10,972.26,290.64,20.04,0.06569,0.00185
8006,0.0500,200.10,935.34,260.06,9.73,0.06544,0.00185
8063,0.0570,200.10,900.86,230.38,-0.16,0.06575,0.00185
8114,0.0510,101.31,859.42,197.79,-10.83,0.06557,0.00185
8164,0.0500,101.31,819.13,166.54,-20.91,0.06532,0.00184
8214,0.0500,101.31,780.17,136.58,-30.41,0.06508,0.00184
8266,0.0520,101.31,742.64,107.73,-39.38,0.06502,0.00183
8317,0.0510,72.56,704.26,78.94,-48.21,0.06488,0.00183
8367,0.0500,72.56,667.04,51.41,-56.50,0.06467,0.00182
8417,0.0500,72.56,631.05,25.08,-64.27,0.06447,0.00182
8469,0.0520,72.56,596.20,-0.29,-71.57,0.06444,0.00182
8527,0.0580,81.09,562.66,-24.84,-78.33,0.06487,0.00183
8577,0.0500,81.09,530.26,-47.71,-84.62,0.06466,0.00182
8627,0.0500,81.09,498.98,-69.52,-90.46,0.06446,0.00182
8679,0.0520,81.09,468.56,-90.51,-95.88,0.06443,0.00182
8730,0.0510,195.33,446.55,-105.93,-99.40,0.06432,0.00181
8780,0.0500,195.33,425.36,-120.53,-102.61,0.06415,0.00181
8830,0.0500,195.33,404.88,-134.40,-105.53,0.06399,0.00180
8882,0.0520,195.33,384.79,-147.79,-108.17,0.06399,0.00180
8933,0.0510,535.86,387.26,-147.11,-106.10,0.06391,0.00180
8988,0.0550,535.86,389.07,-146.81,-104.04,0.06414,0.00181
9038,0.0500,535.86,391.47,-145.98,-102.02,0.06398,0.00180
9090,0.0520,535.86,393.47,-145.35,-100.02,0.06398,0.00180
9141,0.0510,1110.59,432.24,-122.16,-90.52,0.06391,0.00180
9191,0.0500,1110.59,469.68,-100.02,-81.55,0.06377,0.00180
9241,0.0500,1110.59,505.68,-78.99,-73.10,0.06363,0.00179
9293,0.0520,1110.59,540.25,-59.09,-65.12,0.06366,0.00180
9344,0.0510,1157.38,576.61,-38.29,-56.99,0.06361,0.00179
9394,0.0500,1157.38,611.62,-18.52,-49.36,0.06349,0.00179
9451,0.0570,1157.38,645.44,0.04,-42.14,0.06391,0.00180
9503,0.0520,1157.38,678.11,17.87,-35.38,0.06392,0.00180
9554,0.0510,1006.68,699.90,28.86,-31.06,0.06386,0.00180
9604,0.0500,1006.68,720.77,39.22,-27.03,0.06373,0.00180
9654,0.0500,1006.68,740.76,48.92,-23.30,0.06360,0.00179
9706,0.0520,1006.68,760.03,57.96,-19.83,0.06364,0.00179
9757,0.0510,785.49,764.40,57.83,-19.53,0.06360,0.00179
9807,0.0500,785.49,768.42,57.56,-19.29,0.06348,0.00179
9857,0.0500,785.49,772.17,57.15,-19.10,0.06338,0.00179
9914,0.0570,785.49,776.04,56.45,-18.97,0.06381,0.00180
9965,0.0510,729.34,775.74,53.55,-19.63,0.06376,0.00180
10015,0.0500,729.34,775.27,50.66,-20.27,0.06364,0.00179
10065,0.0500,729.34,774.70,47.76,-20.91,0.06352,0.00179
10117,0.0520,729.34,774.12,44.81,-21.54,0.06357,0.00179
10168,0.0510,645.12,768.03,38.60,-23.28,0.06354,0.00179
10218,0.0500,645.12,762.02,32.58,-24.92,0.06343,0.00179
10268,0.0500,645.12,756.11,26.74,-26.48,0.06333,0.00179
10320,0.0520,645.12,750.34,20.99,-27.96,0.06339,0.00179
10378,0.0580,545.82,738.37,11.31,-30.70,0.06390,0.00180
10428,0.0500,545.82,726.58,2.23,-33.26,0.06377,0.00180
10478,0.0500,545.82,715.14,-6.49,-35.65,0.06365,0.00180
10530,0.0520,545.82,704.00,-14.94,-37.89,0.06369,0.00180
10581,0.0510,345.53,680.42,-30.83,-42.62,0.06365,0.00180
10631,0.0500,345.53,657.65,-45.95,-47.03,0.06354,0.00179
10681,0.0500,345.53,635.64,-60.35,-51.11,0.06344,0.00179
10733,0.0520,345.53,614.22,-74.17,-54.90,0.06349,0.00179
10784,0.0510,76.20,576.46,-97.75,-61.95,0.06346,0.00179
10839,0.0550,76.20,539.46,-120.50,-68.51,0.06374,0.00180
10889,0.0500,76.20,504.26,-141.75,-74.55,0.06362,0.00179
10941,0.0520,76.20,470.01,-162.04,-80.12,0.06366,0.00180
10992,0.0510,8.88,432.84,-183.78,-86.11,0.06362,0.00179
11042,0.0500,8.88,397.21,-204.22,-91.58,0.06351,0.00179
11092,0.0500,8.88,362.91,-223.49,-96.56,0.06341,0.00179
11144,0.0520,8.88,329.44,-241.82,-101.07,0.06346,0.00179
11195,0.0510,1.56,296.97,-259.23,-105.23,0.06343,0.00179
11245,0.0500,1.56,265.99,-275.44,-108.94,0.06333,0.00179
11302,0.0570,1.56,234.27,-291.36,-112.23,0.06377,0.00180
11354,0.0520,1.56,205.10,-305.69,-115.11,0.06380,0.00180
11405,0.0510,0.82,177.34,-318.92,-117.60,0.06375,0.00180
11455,0.0500,0.82,151.04,-331.05,-119.72,0.06362,0.00179
11505,0.0500,0.82,125.86,-342.22,-121.48,0.06351,0.00179
11557,0.0520,0.82,101.09,-352.71,-122.89,0.06355,0.00179
11608,0.0510,0.74,77.72,-362.17,-123.97,0.06351,0.00179
11658,0.0500,0.74,55.74,-370.64,-124.74,0.06340,0.00179
11713,0.0550,0.74,32.97,-378.85,-125.20,0.06368,0.00180
11765,0.0520,0.74,12.31,-385.84,-125.36,0.06370,0.00180
11816,0.0510,0.33,-7.03,-391.93,-125.26,0.06366,0.00180
11866,0.0500,0.33,-25.06,-397.14,-124.90,0.06353,0.00179
11916,0.0500,0.33,-42.19,-401.62,-124.31,0.06342,0.00179
11968,0.0520,0.33,-59.21,-405.62,-123.47,0.06346,0.00179
12019,0.0510,0.41,-74.95,-408.80,-122.41,0.06343,0.00179
12069,0.0500,0.41,-89.47,-411.20,-121.16,0.06332,0.00179
12119,0.0500,0.41,-103.19,-412.99,-119.71,0.06322,0.00178
12177,0.0580,0.41,-119.20,-414.96,-118.03,0.06372,0.00180
12228,0.0510,0.66,-131.53,-415.49,-116.17,0.06367,0.00180
12278,0.0500,0.66,-142.72,-415.36,-114.15,0.06354,0.00179
12328,0.0500,0.66,-153.21,-414.70,-112.00,0.06342,0.00179
12380,0.0520,0.66,-163.79,-413.72,-109.69,0.06346,0.00179
12431,0.0510,2.79,-173.12,-412.05,-107.23,0.06342,0.00179
12481,0.0500,2.79,-181.41,-409.81,-104.66,0.06331,0.00179
12531,0.0500,2.79,-189.08,-407.14,-101.98,0.06320,0.00178
12583,0.0520,2.79,-196.91,-404.22,-99.19,0.06325,0.00178
12639,0.0560,5.67,-205.36,-401.02,-96.23,0.06360,0.00179
12689,0.0500,5.67,-210.86,-396.88,-93.20,0.06348,0.00179
12739,0.0500,5.67,-215.84,-392.40,-90.10,0.06336,0.00179
12791,0.0520,5.67,-221.02,-387.73,-86.93,0.06340,0.00179
12842,0.0510,310.76,-205.95,-370.84,-79.71,0.06336,0.00179
12892,0.0500,310.76,-190.74,-354.18,-72.71,0.06325,0.00178
12942,0.0500,310.76,-175.75,-337.82,-65.94,0.06314,0.00178
12994,0.0520,310.76,-161.54,-321.82,-59.35,0.06319,0.00178
13045,0.0510,0.00,-166.79,-317.99,-57.03,0.06317,0.00178
13102,0.0570,0.00,-173.24,-314.07,-54.60,0.06359,0.00179
13152,0.0500,0.00,-177.02,-309.48,-52.12,0.06346,0.00179
13204,0.0520,0.00,-180.91,-304.72,-49.59,0.06349,0.00179
13255,0.0510,0.16,-184.04,-299.64,-47.01,0.06345,0.00179
13305,0.0500,0.16,-186.46,-294.30,-44.40,0.06333,0.00179
13355,0.0500,0.16,-188.50,-288.76,-41.77,0.06321,0.00178
13407,0.0520,0.16,-190.69,-283.08,-39.11,0.06326,0.00178
13458,0.0510,319.23,-172.02,-264.87,-32.26,0.06323,0.00178
13513,0.0550,319.23,-154.52,-247.08,-25.63,0.06350,0.00179
13563,0.0500,319.23,-136.10,-229.59,-19.26,0.06337,0.00179
13615,0.0520,319.23,-118.43,-212.54,-13.14,0.06340,0.00179
13666,0.0510,919.35,-62.85,-172.73,0.58,0.06336,0.00179
13716,0.0500,919.35,-8.82,-134.53,13.52,0.06324,0.00178
13766,0.0500,919.35,43.50,-97.90,25.72,0.06314,0.00178
13818,0.0520,919.35,94.10,-62.66,37.21,0.06319,0.00178
13869,0.0510,1096.69,154.47,-22.07,50.34,0.06316,0.00178
13919,0.0500,1096.69,212.91,16.68,62.63,0.06305,0.00178
13976,0.0570,1096.69,270.00,54.38,74.20,0.06348,0.00179
14028,0.0520,1096.69,325.24,90.11,85.01,0.06351,0.00179
14079,0.0510,10.03,309.65,82.08,80.82,0.06346,0.00179
14129,0.0500,10.03,294.61,74.40,76.84,0.06333,0.00179
14179,0.0500,10.03,280.19,67.14,73.08,0.06322,0.00178
14231,0.0520,10.03,266.47,60.39,69.50,0.06326,0.00178
14282,0.0510,0.00,252.59,53.55,65.98,0.06322,0.00178
14332,0.0500,0.00,239.23,47.04,62.65,0.06312,0.00178
14382,0.0500,0.00,226.43,40.89,59.50,0.06302,0.00178
14434,0.0520,0.00,214.22,35.21,56.52,0.06307,0.00178
14490,0.0560,1.48,202.66,30.07,53.70,0.06342,0.00179
14540,0.0500,1.48,191.39,24.94,51.05,0.06330,0.00179
14590,0.0500,1.48,180.62,20.13,48.55,0.06319,0.00178
14642,0.0520,1.48,170.33,15.72,46.20,0.06323,0.00178
14693,0.0510,572.36,196.55,33.52,51.44,0.06320,0.00178
14743,0.0500,572.36,221.89,50.46,56.32,0.06309,0.00178
14793,0.0500,572.36,246.40,66.62,60.85,0.06300,0.00178
14845,0.0520,572.36,270.27,82.17,65.05,0.06305,0.00178
14896,0.0510,800.04,307.67,105.67,71.90,0.06303,0.00178
14953,0.0570,800.04,344.67,128.56,78.28,0.06346,0.00179
15003,0.0500,800.04,379.62,149.79,84.16,0.06334,0.00179
15055,0.0520,800.04,413.67,170.09,89.57,0.06337,0.00179
15106,0.0510,865.15,450.50,191.73,95.37,0.06333,0.00179
15156,0.0500,865.15,485.80,212.09,100.66,0.06322,0.00178
15206,0.0500,865.15,519.80,231.29,105.47,0.06311,0.00178
15258,0.0520,865.15,553.01,249.60,109.82,0.06316,0.00178
15309,0.0510,826.53,582.34,265.22,113.23,0.06313,0.00178
15359,0.0500,826.53,610.29,279.74,116.23,0.06303,0.00178
15414,0.0550,826.53,638.55,293.87,118.86,0.06331,0.00179
15466,0.0520,826.53,664.92,306.71,121.12,0.06335,0.00179
15517,0.0510,-0.58,637.59,286.62,112.20,0.06331,0.00179
15567,0.0500,-0.58,610.82,267.11,103.67,0.06319,0.00178
15617,0.0500,-0.58,584.88,248.28,95.52,0.06309,0.00178
15669,0.0520,-0.58,560.13,230.23,87.70,0.06314,0.00178
15720,0.0510,-0.08,535.88,212.71,80.23,0.06311,0.00178
15770,0.0500,-0.08,512.17,195.73,73.11,0.06301,0.00178
15820,0.0500,-0.08,489.19,179.37,66.31,0.06292,0.00177
15878,0.0580,-0.08,468.01,163.90,59.75,0.06343,0.00179
15929,0.0510,0.66,446.28,148.58,53.51,0.06339,0.00179
15979,0.0500,0.66,425.11,133.79,47.58,0.06327,0.00178
16029,0.0500,0.66,404.62,119.58,41.94,0.06316,0.00178
16081,0.0520,0.66,384.97,105.96,36.58,0.06321,0.00178
16132,0.0510,606.02,404.04,116.13,39.40,0.06318,0.00178
16182,0.0500,606.02,422.27,125.63,41.96,0.06307,0.00178
16232,0.0500,606.02,439.77,134.54,44.27,0.06298,0.00178
16284,0.0520,606.02,456.86,142.95,46.34,0.06304,0.00178
16340,0.0560,652.74,476.85,152.80,48.81,0.06339,0.00179
16390,0.0500,652.74,495.19,161.72,51.01,0.06327,0.00178
16440,0.0500,652.74,512.77,170.02,52.96,0.06316,0.00178
16492,0.0520,652.74,529.97,177.82,54.68,0.06321,0.00178
16543,0.0510,651.60,546.22,184.94,56.15,0.06318,0.00178
16593,0.0500,651.60,561.59,191.44,57.40,0.06308,0.00178
16643,0.0500,651.60,576.30,197.39,58.45,0.06298,0.00178
16695,0.0520,651.60,590.74,202.93,59.29,0.06304,0.00178
16746,0.0510,598.53,601.00,205.85,59.26,0.06302,0.00178
16803,0.0570,598.53,611.92,208.67,59.07,0.06345,0.00179
16853,0.0500,598.53,620.91,210.70,58.76,0.06333,0.00179
16905,0.0520,598.53,629.83,212.47,58.32,0.06336,0.00179
16956,0.0510,609.85,638.79,214.25,57.92,0.06332,0.00179
17006,0.0500,609.85,647.06,215.62,57.40,0.06321,0.00178
17056,0.0500,609.85,654.88,216.64,56.77,0.06310,0.00178
17108,0.0520,609.85,662.66,217.42,56.03,0.06315,0.00178
17159,0.0510,0.33,631.31,194.38,47.24,0.06313,0.00178
17209,0.0500,0.33,600.70,172.14,38.88,0.06303,0.00178
17264,0.0550,0.33,571.62,150.76,30.89,0.06331,0.00179
17316,0.0520,0.33,542.81,130.02,23.31,0.06334,0.00179
17367,0.0510,0.82,514.74,110.05,16.12,0.06330,0.00179
17417,0.0500,0.82,487.44,90.87,9.33,0.06319,0.00178
17467,0.0500,0.82,461.01,72.46,2.92,0.06309,0.00178
17519,0.0520,0.82,435.49,54.77,-3.14,0.06314,0.00178
17570,0.0510,24.10,412.14,38.69,-8.54,0.06311,0.00178
17620,0.0500,24.10,389.49,23.29,-13.63,0.06301,0.00178
17670,0.0500,24.10,367.57,8.56,-18.40,0.06292,0.00177
17728,0.0580,24.10,346.22,-5.79,-22.91,0.06343,0.00179
17779,0.0510,24.43,325.52,-19.37,-27.13,0.06339,0.00179
17829,0.0500,24.43,305.53,-32.30,-31.05,0.06327,0.00178
17879,0.0500,24.43,286.23,-44.60,-34.70,0.06316,0.00178
17931,0.0520,24.43,267.47,-56.39,-38.09,0.06320,0.00178
17982,0.0510,25.01,249.41,-67.55,-41.22,0.06317,0.00178
18032,0.0500,25.01,232.04,-78.10,-44.11,0.06307,0.00178
18082,0.0500,25.01,215.30,-88.09,-46.75,0.06297,0.00178
18134,0.0520,25.01,198.95,-97.65,-49.17,0.06303,0.00178
18190,0.0560,24.68,182.71,-106.92,-51.39,0.06339,0.00179
18240,0.0500,24.68,167.64,-115.37,-53.38,0.06327,0.00178
18290,0.0500,24.68,153.15,-123.31,-55.17,0.06316,0.00178
18342,0.0520,24.68,138.95,-130.88,-56.77,0.06320,0.00178
18393,0.0510,-0.99,123.79,-138.90,-58.51,0.06317,0.00178
18443,0.0500,-0.99,109.34,-146.35,-60.05,0.06307,0.00178
18493,0.0500,-0.99,95.47,-153.30,-61.39,0.06297,0.00178
18545,0.0520,-0.99,81.84,-159.88,-62.54,0.06303,0.00178
18596,0.0510,0.58,69.01,-165.88,-63.49,0.06301,0.00178
18653,0.0570,0.58,55.71,-171.77,-64.26,0.06344,0.00179
18703,0.0500,0.58,44.10,-176.78,-64.87,0.06332,0.00179
18755,0.0520,0.58,32.65,-181.47,-65.32,0.06336,0.00179
18806,0.0510,0.49,21.87,-185.68,-65.62,0.06332,0.00179
18856,0.0500,0.49,11.74,-189.43,-65.78,0.06320,0.00178
18906,0.0500,0.49,2.08,-192.78,-65.80,0.06310,0.00178
18958,0.0520,0.49,-7.49,-195.87,-65.69,0.06315,0.00178
19009,0.0510,3.04,-16.27,-198.43,-65.42,0.06312,0.00178
19059,0.0500,3.04,-24.42,-200.58,-65.04,0.06302,0.00178
19114,0.0550,3.04,-33.11,-202.67,-64.53,0.06330,0.00178
19166,0.0520,3.04,-40.77,-204.22,-63.92,0.06334,0.00179
19217,0.0510,24.35,-46.49,-204.56,-62.93,0.06329,0.00178
19267,0.0500,24.35,-51.67,-204.59,-61.87,0.06318,0.00178
19317,0.0500,24.35,-56.53,-204.36,-60.74,0.06308,0.00178
19369,0.0520,24.35,-61.46,-204.00,-59.55,0.06313,0.00178
19420,0.0510,220.22,-53.50,-195.81,-55.73,0.06310,0.00178
19470,0.0500,220.22,-45.49,-187.72,-52.04,0.06300,0.00178
19520,0.0500,220.22,-37.63,-179.78,-48.46,0.06291,0.00177
19578,0.0580,220.22,-31.12,-172.22,-44.94,0.06342,0.00179
19629,0.0510,310.59,-17.75,-160.98,-40.34,0.06338,0.00179
19679,0.0500,310.59,-4.57,-150.04,-35.94,0.06326,0.00178
19729,0.0500,310.59,8.27,-139.42,-31.73,0.06315,0.00178
19781,0.0520,310.59,20.54,-129.16,-27.68,0.06319,0.00178
19832,0.0510,247.03,28.64,-121.60,-24.63,0.06316,0.00178
19882,0.0500,247.03,36.69,-114.21,-21.71,0.06306,0.00178
19932,0.0500,247.03,44.55,-107.01,-18.89,0.06296,0.00178
19984,0.0520,247.03,52.08,-100.01,-16.18,0.06302,0.00178
20040,0.0560,2.14,43.64,-102.62,-16.76,0.06338,0.00179
20090,0.0500,2.14,36.19,-104.86,-17.23,0.06326,0.00178
20140,0.0500,2.14,29.11,-106.83,-17.61,0.06315,0.00178
